stationcode,fueltype,price,lastupdated
1733,U91,156.7,16/05/2025 03:18:09
17333,DL,189.9,12/03/2025 21:59:55
17333,E10,179.9,12/03/2025 21:59:55
17333,P95,195.9,12/03/2025 21:59:55
17333,P98,204.9,09/04/2025 22:08:00
17333,PDL,191.9,12/03/2025 21:59:55
17333,U91,181.9,12/03/2025 21:59:55
17339,E10,173.9,13/04/2025 22:18:07
17339,P98,199.9,13/04/2025 22:18:07
17339,PDL,190.9,17/05/2025 04:34:08
17339,U91,175.9,13/04/2025 22:18:07
1734,P98,174.9,13/05/2025 21:00:10
1734,U91,156.5,08/05/2025 20:36:13
17340,E10,156.9,10/05/2025 22:46:10
17340,P98,182.9,10/05/2025 22:46:10
17340,PDL,169.9,17/05/2025 04:48:07
17341,P98,181.5,13/05/2025 22:23:30
17341,PDL,167.5,16/05/2025 01:32:35
17341,U91,159.5,13/05/2025 22:23:30
17344,DL,184.9,06/04/2025 01:47:36
17344,P98,189.9,07/05/2025 00:47:07
17344,U91,169.9,07/05/2025 00:47:07
17345,DL,160.8,16/05/2025 23:40:23
17345,E10,157.8,15/05/2025 02:13:16
17345,P95,185.8,04/05/2025 08:37:57
17345,P98,195.8,04/05/2025 08:37:57
17345,U91,159.8,15/05/2025 02:13:16
17346,DL,160.8,16/05/2025 23:40:07
17346,E10,160.8,16/05/2025 23:40:07
17346,P95,185.8,04/05/2025 08:38:22
17346,P98,195.8,04/05/2025 08:38:22
17347,P98,179.9,10/05/2025 00:32:11
17347,PDL,162.9,15/05/2025 03:20:38
17347,U91,155.9,15/05/2025 03:20:38
17348,E10,153.9,17/05/2025 05:48:06
17348,P95,171.9,17/05/2025 05:48:06
17348,P98,179.9,17/05/2025 05:48:06
17348,PDL,178.9,08/05/2025 02:46:27
17349,P95,188.9,13/05/2025 22:23:08
17349,P98,195.9,13/05/2025 22:23:08
17349,PDL,179.9,13/05/2025 22:23:08
17349,U91,172.9,13/05/2025 22:23:08
1735,E10,158.9,15/05/2025 21:36:30
1735,P95,176.9,17/05/2025 03:05:01
1735,P98,184.9,17/05/2025 03:05:01
1735,PDL,158.9,15/05/2025 21:36:30
1735,U91,158.9,15/05/2025 21:36:30
17350,DL,179.9,14/05/2025 23:10:01
17350,E10,159.9,16/05/2025 22:03:52
17350,P95,182.9,16/05/2025 22:03:52
17350,P98,192.9,16/05/2025 22:03:52
17350,PDL,183.9,14/05/2025 23:10:01
17350,U91,165.9,16/05/2025 22:03:52
17351,DL,171.9,16/05/2025 08:43:10
17351,E10,159.9,07/05/2025 09:42:30
17351,P98,183.9,07/05/2025 09:42:30
17351,PDL,171.9,16/05/2025 08:43:10
17351,U91,163.9,07/05/2025 09:42:30
17356,P95,197.9,10/05/2025 21:46:09
17356,P98,205.9,10/05/2025 21:46:08
17356,PDL,183.9,08/05/2025 21:48:06
17356,U91,181.9,10/05/2025 21:46:08
17357,E10,153.9,08/05/2025 21:36:04
17357,P98,176.9,08/05/2025 21:36:04
17357,PDL,163.9,08/05/2025 21:36:04
17357,U91,155.9,08/05/2025 21:36:04
17359,DL,192.9,09/05/2025 02:32:10
17359,E10,187.9,04/04/2025 23:16:21
17359,P95,205.9,04/04/2025 23:16:22
17359,P98,213.9,04/04/2025 23:16:21
17359,PDL,195.9,09/05/2025 02:18:06
17359,U91,189.9,04/04/2025 23:16:21
17360,DL,189.9,08/05/2025 20:22:12
17360,P98,198.9,08/05/2025 20:22:12
17360,U91,178.9,08/05/2025 20:22:12
17362,E10,156.9,17/05/2025 22:48:17
17362,P95,168.4,18/05/2025 06:02:18
17362,P98,178.4,17/05/2025 22:48:16
17362,PDL,176.4,18/05/2025 06:02:17
17362,U91,156.9,17/05/2025 22:48:17
1737,DL,172.7,13/05/2025 02:43:47
1737,E10,165.7,18/05/2025 00:34:45
1737,E85,207.7,24/04/2025 02:02:10
1737,P98,187.7,18/05/2025 00:34:45
1737,PDL,173.7,13/05/2025 02:43:47
1737,U91,167.7,18/05/2025 00:34:45
1739,DL,187.9,11/05/2025 01:10:26
1739,P98,192.9,11/05/2025 01:10:26
1739,PDL,190.9,11/05/2025 01:10:26
1739,U91,169.9,11/05/2025 01:10:26
174,E10,186.9,12/04/2025 02:22:04
174,P95,201.9,12/04/2025 02:22:04
174,P98,209.9,12/04/2025 02:22:04
174,PDL,184.9,13/05/2025 04:30:09
174,U91,188.9,12/04/2025 02:22:04
1740,DL,189.9,30/04/2025 20:17:12
1740,P98,209.9,30/04/2025 20:17:12
1740,U91,188.9,30/04/2025 20:17:12
1742,P95,175.9,16/05/2025 04:55:24
1742,P98,179.9,16/05/2025 04:55:24
1742,PDL,162.7,15/05/2025 19:46:06
1742,U91,159.9,16/05/2025 04:55:24
1743,E10,159.5,15/05/2025 07:50:36
1743,P98,179.5,15/05/2025 07:50:36
1743,PDL,172.5,15/05/2025 07:50:36
1743,U91,160.5,15/05/2025 07:50:36
1744,DL,165.9,13/05/2025 04:19:37
1744,P95,181.9,13/05/2025 04:19:37
1744,P98,188.9,13/05/2025 04:19:37
1744,U91,165.9,13/05/2025 04:19:37
1746,E10,159.9,14/05/2025 00:17:39
1746,P98,186.9,14/05/2025 00:17:39
1746,PDL,169.9,14/05/2025 00:17:39
1746,U91,161.9,14/05/2025 00:17:39
1749,DL,179.9,12/05/2025 03:16:49
1749,P95,185.9,09/05/2025 01:40:52
1749,U91,177.9,09/05/2025 01:40:52
175,E10,166.9,17/05/2025 06:54:07
175,P95,181.9,17/05/2025 06:52:06
175,P98,189.9,17/05/2025 06:54:07
175,PDL,179.9,28/04/2025 06:10:21
175,U91,168.9,17/05/2025 06:54:07
1752,DL,175.7,10/05/2025 00:10:38
1752,E10,166.7,14/05/2025 03:49:45
1752,LPG,109.7,20/01/2025 03:28:42
1752,P95,184.7,14/05/2025 03:49:45
1752,P98,194.7,14/05/2025 03:49:45
1752,PDL,177.7,12/05/2025 00:07:13
1754,DL,199.9,07/01/2025 22:41:17
1754,P95,219.9,15/02/2024 21:25:54
1754,U91,197.9,07/01/2025 22:41:17
1756,DL,173.9,02/05/2025 04:50:44
1756,E10,151.7,18/05/2025 00:35:19
1756,P98,175.7,18/05/2025 00:35:19
1756,PDL,173.9,02/05/2025 04:50:44
1756,U91,153.7,18/05/2025 00:35:19
1757,P95,172.9,14/05/2025 23:52:21
1757,U91,155.9,14/05/2025 23:52:21
17576,E10,171.9,16/05/2025 03:16:11
17576,P95,189.9,16/05/2025 03:16:12
17576,PDL,188.9,16/05/2025 04:48:20
17579,DL,176.9,13/05/2025 22:25:00
17579,P95,188.9,13/05/2025 22:25:00
17579,P98,195.9,13/05/2025 22:25:00
17579,PDL,179.9,13/05/2025 22:25:00
17579,U91,172.9,13/05/2025 22:25:00
17580,DL,177.9,17/04/2025 04:37:10
17581,E10,157.9,18/05/2025 02:02:09
17581,P95,175.9,18/05/2025 02:02:10
17581,P98,183.9,18/05/2025 02:02:09
17581,PDL,184.9,08/05/2025 03:32:39
17581,U91,159.9,18/05/2025 02:02:09
17584,DL,187.9,06/05/2025 01:42:02
17584,P95,192.9,06/05/2025 01:42:02
17584,P98,200.9,06/05/2025 01:42:02
17584,U91,182.9,06/05/2025 01:42:02
17586,DL,177.9,16/05/2025 04:48:20
17586,P98,201.9,14/04/2025 03:04:03
17586,U91,177.9,14/04/2025 03:04:03
1759,DL,195.9,27/04/2025 22:13:53
1759,P95,198.9,27/04/2025 22:13:53
1759,U91,189.9,27/04/2025 22:13:53
17590,DL,189.9,22/04/2025 01:34:55
17590,P98,205.9,22/04/2025 01:34:55
17590,U91,185.9,22/04/2025 01:34:55
17592,DL,175.9,17/04/2025 07:19:21
17593,E10,151.9,17/05/2025 20:46:08
17593,P98,178.9,17/05/2025 20:46:08
17593,PDL,171.9,14/05/2025 20:55:24
17593,U91,158.9,17/05/2025 20:46:08
17594,DL,179.9,16/05/2025 09:15:47
17594,E10,167.9,12/04/2025 03:15:50
17594,P95,184.9,12/04/2025 03:15:50
17594,P98,192.9,12/04/2025 03:15:50
17594,PDL,183.9,16/05/2025 09:15:47
17594,U91,169.9,12/04/2025 03:15:50
176,E10,154.7,15/05/2025 20:30:17
176,P98,177.7,15/05/2025 20:30:17
176,PDL,175.9,13/05/2025 20:38:19
176,U91,156.7,15/05/2025 20:30:17
1761,DL,177.5,08/05/2025 21:18:28
1761,E10,167.5,04/05/2025 12:30:45
1761,P98,191.5,04/05/2025 12:30:45
1761,PDL,179.5,08/05/2025 21:18:28
1761,U91,169.5,04/05/2025 12:30:45
1762,DL,189.9,11/05/2025 21:53:55
1762,E10,171.9,11/05/2025 21:53:55
1762,P98,197.9,11/05/2025 21:53:55
1762,U91,173.9,11/05/2025 21:53:55
1766,DL,163.9,16/05/2025 05:18:43
1766,E10,149.4,16/05/2025 05:18:43
1766,P98,172.4,16/05/2025 05:18:43
1766,U91,151.4,16/05/2025 05:18:43
1768,DL,189.9,08/05/2025 00:37:35
1768,P95,185.9,16/05/2025 02:29:32
1768,P98,195.9,16/05/2025 02:29:32
1768,U91,169.9,16/05/2025 02:29:32
177,E10,161.9,14/05/2025 06:40:14
177,P98,184.9,14/05/2025 06:40:14
177,PDL,181.9,16/05/2025 02:06:15
177,U91,163.9,14/05/2025 06:40:13
1770,DL,179.9,29/04/2025 03:43:25
1770,P95,182.9,28/03/2025 02:11:07
1770,U91,169.9,29/04/2025 03:43:25
1773,E10,155.7,15/05/2025 21:43:49
1773,LPG,116.9,11/02/2025 20:16:53
1773,P98,179.7,06/05/2025 21:40:17
1773,PDL,169.9,15/05/2025 21:43:49
1773,U91,157.7,15/05/2025 21:43:49
1776,DL,189.9,13/05/2025 00:31:11
1776,P95,192.9,13/05/2025 00:31:11
1776,U91,183.9,13/05/2025 00:31:11
17773,P95,189.9,14/04/2025 00:02:28
17773,P98,199.9,30/04/2025 22:54:55
17773,PDL,177.9,12/05/2025 07:16:36
17773,U91,169.9,12/05/2025 04:20:25
17776,E10,163.9,16/05/2025 23:12:46
17776,P98,188.9,16/05/2025 23:12:46
17776,PDL,175.9,08/05/2025 01:36:33
17776,U91,166.9,16/05/2025 23:12:46
17777,DL,173.9,11/05/2025 23:46:09
17777,E10,167.9,07/05/2025 05:04:06
17777,P95,185.9,07/05/2025 05:04:06
17777,P98,193.9,07/05/2025 05:04:05
17777,PDL,176.9,11/05/2025 23:46:09
17777,U91,169.9,07/05/2025 05:04:06
17778,DL,187.9,10/04/2025 06:00:45
17778,E10,182.9,12/04/2025 03:15:50
17778,P95,199.9,12/04/2025 03:15:50
17778,P98,207.9,12/04/2025 03:15:50
17778,U91,184.9,12/04/2025 03:15:50
17779,E10,187.9,17/03/2025 02:03:06
17779,P98,212.9,17/03/2025 02:03:06
17779,PDL,189.9,15/05/2025 09:45:37
17779,U91,189.9,17/03/2025 02:03:06
1778,DL,169.6,15/05/2025 05:10:33
1778,E10,152.6,16/05/2025 03:22:45
1778,P95,172.6,15/05/2025 05:10:33
1778,P98,179.6,15/05/2025 05:10:33
1778,U91,156.6,16/05/2025 03:22:45
17780,E10,163.5,15/05/2025 10:31:03
17780,P95,178.5,15/05/2025 10:31:03
17780,P98,186.5,15/05/2025 10:31:03
17780,PDL,176.5,15/05/2025 10:31:03
17780,U91,165.5,15/05/2025 10:31:03
17781,E10,152.9,17/05/2025 06:04:08
17781,P95,170.9,17/05/2025 06:04:08
17781,P98,178.9,17/05/2025 06:04:07
17781,PDL,179.9,15/05/2025 22:46:08
17781,U91,154.9,17/05/2025 06:04:07
17782,E10,166.9,13/05/2025 10:46:14
17782,P95,184.9,13/05/2025 10:46:14
17782,P98,192.9,13/05/2025 10:46:14
17782,PDL,180.9,13/05/2025 22:04:25
17782,U91,168.9,13/05/2025 10:46:14
17792,E10,185.9,16/05/2025 04:57:24
17792,P95,199.9,16/05/2025 04:57:24
17792,P98,209.9,16/05/2025 04:57:24
17792,PDL,185.9,11/05/2025 23:05:10
17792,U91,187.9,16/05/2025 04:57:24
17793,E10,175.9,01/04/2025 04:06:10
17793,P95,193.9,01/04/2025 04:06:10
17793,P98,201.9,01/04/2025 04:06:10
17793,PDL,179.9,16/05/2025 04:48:22
17793,U91,177.9,01/04/2025 04:06:10
17794,E10,153.7,15/05/2025 03:30:46
17794,P98,176.7,15/05/2025 03:30:46
17794,PDL,174.9,22/04/2025 23:15:26
17794,U91,155.7,15/05/2025 03:30:46
17796,DL,169.9,29/04/2025 03:24:49
17796,E10,156.9,17/05/2025 00:41:28
17796,U91,159.9,17/05/2025 00:41:28
17798,DL,162.7,12/05/2025 00:37:54
17798,E10,151.7,18/05/2025 00:31:43
17798,P98,174.7,18/05/2025 00:31:43
17798,PDL,162.7,12/05/2025 00:37:54
17798,U91,154.7,18/05/2025 00:31:43
17799,DL,165.9,17/05/2025 00:00:01
17799,E10,154.9,11/05/2025 23:35:01
17799,P98,176.9,11/05/2025 23:35:01
17799,U91,156.9,11/05/2025 23:35:01
178,E10,156.5,14/05/2025 06:38:09
178,P95,171.5,14/05/2025 06:38:08
178,P98,179.5,14/05/2025 06:38:08
178,PDL,173.9,16/05/2025 02:06:16
178,U91,158.5,14/05/2025 06:38:08
17802,PDL,170.9,15/05/2025 10:05:18
17806,E10,159.7,15/05/2025 04:15:56
17806,LPG,116.7,11/02/2025 23:41:49
17806,P95,172.7,15/05/2025 04:15:56
17806,P98,179.7,15/05/2025 04:15:56
17806,PDL,172.7,15/05/2025 04:15:56
17806,U91,162.7,15/05/2025 04:15:56
17807,DL,182.9,19/03/2025 07:32:33
17807,E10,171.9,14/05/2025 20:24:54
17807,P98,194.9,14/05/2025 20:24:16
17807,PDL,182.9,19/09/2024 10:14:46
17807,U91,171.9,14/05/2025 20:24:16
17808,DL,163.9,17/05/2025 22:57:18
17808,E10,161.7,18/05/2025 01:48:41
17808,PDL,163.9,17/05/2025 22:57:18
17808,U91,163.7,18/05/2025 01:48:41
17809,DL,211.6,13/03/2025 23:39:16
17809,P95,221.9,13/03/2025 23:39:16
17810,DL,175.9,03/05/2025 23:35:47
17810,P98,188.9,06/05/2025 21:34:28
17810,U91,165.9,06/05/2025 21:34:28
17811,DL,180.9,10/05/2025 04:17:44
17811,U91,180.9,10/05/2025 04:17:44
17813,E10,169.9,14/05/2025 03:46:48
17813,P95,184.9,14/05/2025 03:46:48
17813,P98,192.9,14/05/2025 03:46:48
17813,PDL,169.9,11/05/2025 04:26:06
17813,U91,171.9,14/05/2025 03:46:47
17814,DL,204.7,10/04/2025 23:04:42
17814,P98,227.7,14/02/2025 01:37:36
17814,U91,202.4,10/04/2025 23:04:42
17816,P95,226.6,17/04/2025 04:16:51
17817,P95,211.6,24/04/2025 02:19:18
17817,PDL,231.1,14/02/2025 01:39:07
17818,DL,197.9,13/04/2025 23:43:19
17818,P98,212.9,13/04/2025 23:43:19
17818,U91,191.9,13/04/2025 23:43:19
17821,DL,202.4,24/04/2025 02:54:33
17821,P95,221.9,28/02/2025 00:49:07
17822,DL,200.1,02/05/2025 03:44:17
17822,P95,217.3,13/03/2025 23:39:53
17823,DL,183.9,09/05/2025 07:07:17
17823,P95,186.9,09/05/2025 07:07:17
17823,P98,195.9,05/05/2025 04:38:28
17823,PDL,183.9,09/05/2025 07:07:17
17823,U91,172.9,09/05/2025 07:07:17
17824,DL,208.0,29/01/2025 22:50:39
17824,P95,199.0,30/01/2025 03:35:25
17824,U91,191.0,29/01/2025 22:50:39
17827,DL,184.0,14/05/2025 02:54:21
17827,P95,189.0,14/05/2025 02:54:21
17827,U91,179.0,14/05/2025 02:54:21
17828,DL,179.8,07/05/2025 20:53:53
17828,P95,179.8,07/05/2025 20:52:30
17828,U91,164.8,15/05/2025 23:29:45
17829,DL,171.9,13/05/2025 06:45:50
17829,E10,163.9,17/05/2025 01:35:40
17829,P95,183.9,17/05/2025 01:35:40
17829,P98,192.9,17/05/2025 01:35:40
17829,PDL,175.9,13/05/2025 06:45:50
17829,U91,165.9,17/05/2025 01:35:40
1783,E10,156.9,16/05/2025 02:58:05
1783,LPG,101.9,15/04/2025 23:25:32
1783,P98,183.9,16/05/2025 02:58:05
1783,PDL,173.9,16/05/2025 02:58:05
1783,U91,158.9,16/05/2025 02:58:05
17831,E10,154.9,18/05/2025 00:04:05
17831,P95,172.9,18/05/2025 00:04:06
17831,P98,180.9,18/05/2025 00:04:05
17831,PDL,183.9,06/05/2025 20:18:22
17831,U91,156.9,18/05/2025 00:04:05
17834,P95,171.9,10/05/2025 00:48:06
17834,PDL,176.9,11/05/2025 22:18:07
17834,U91,161.9,10/05/2025 00:48:06
17836,E10,167.9,01/05/2025 22:34:03
17836,P95,185.9,01/05/2025 22:34:03
17836,P98,193.9,01/05/2025 22:34:02
17836,PDL,181.9,08/05/2025 06:16:30
17836,U91,169.9,01/05/2025 22:34:03
1785,E10,155.9,16/05/2025 03:18:49
1785,P98,182.9,16/05/2025 03:18:49
1785,PDL,182.9,15/04/2025 00:12:05
1785,U91,157.9,16/05/2025 03:18:49
1787,E10,162.9,15/05/2025 06:40:13
1787,P98,189.9,15/05/2025 06:40:13
1787,PDL,177.9,02/05/2025 00:43:34
1787,U91,164.9,15/05/2025 06:40:13
1788,E10,163.9,14/05/2025 02:13:36
1788,P95,181.9,14/05/2025 02:13:36
1788,P98,189.9,14/05/2025 02:13:36
1788,PDL,179.9,23/04/2025 22:20:56
179,E10,181.9,17/05/2025 07:02:13
179,P95,196.9,17/05/2025 07:02:13
179,P98,204.9,17/05/2025 07:02:13
179,PDL,194.9,16/05/2025 07:46:24
179,U91,183.9,17/05/2025 07:02:13
1791,E10,165.9,16/05/2025 01:11:25
1791,LPG,102.9,21/03/2025 01:18:16
1791,P98,193.9,16/05/2025 01:11:25
1791,PDL,169.9,12/05/2025 03:22:28
1791,U91,167.9,16/05/2025 01:11:25
1792,DL,191.0,21/01/2025 21:30:25
1792,P98,213.9,21/01/2025 21:30:25
1792,U91,190.0,21/01/2025 21:30:25
1793,E10,163.9,16/05/2025 04:20:45
1793,P95,181.9,16/05/2025 04:20:45
1793,P98,190.9,16/05/2025 04:20:45
1793,PDL,186.9,12/05/2025 04:13:31
1794,DL,171.9,14/05/2025 03:45:58
1794,E10,155.9,17/05/2025 00:57:17
1794,P98,182.9,17/05/2025 00:57:17
1794,PDL,173.9,14/05/2025 03:45:58
1794,U91,157.9,17/05/2025 00:57:17
1795,E10,159.9,17/05/2025 22:26:51
1795,LPG,102.9,03/03/2025 21:53:32
1795,P98,186.9,17/05/2025 22:26:51
1795,PDL,173.9,15/05/2025 00:59:37
1795,U91,161.9,17/05/2025 22:26:51
1796,E10,159.9,17/05/2025 01:58:21
1796,LPG,109.9,25/03/2025 02:11:32
1796,P98,187.9,17/05/2025 01:58:21
1796,PDL,183.9,14/05/2025 03:58:07
1796,U91,161.9,17/05/2025 01:58:21
17973,P95,190.9,06/05/2025 01:48:24
17973,PDL,180.9,06/05/2025 01:18:20
17974,DL,175.9,06/05/2025 03:42:17
17974,P95,183.9,06/05/2025 03:46:44
17974,U91,172.9,06/05/2025 03:42:17
17975,P98,212.9,05/05/2025 22:31:36
17975,PDL,189.9,08/05/2025 22:50:26
17975,U91,189.9,05/05/2025 22:31:36
17977,DL,187.9,16/05/2025 03:15:47
17977,E10,175.9,17/05/2025 01:35:40
17977,P95,195.9,17/05/2025 01:35:40
17977,P98,204.9,17/05/2025 01:35:40
17977,PDL,191.9,16/05/2025 03:15:47
17977,U91,177.9,17/05/2025 01:35:40
1798,DL,182.9,11/05/2025 23:44:24
1798,E10,183.9,13/05/2025 00:16:17
1798,P98,205.9,13/05/2025 00:16:17
1798,U91,185.9,13/05/2025 00:16:17
17981,DL,164.9,14/05/2025 03:02:26
17981,E10,164.9,14/05/2025 05:04:13
17981,LPG,128.9,02/04/2025 23:32:06
17981,P95,182.9,14/05/2025 05:04:14
17981,P98,190.9,14/05/2025 05:04:13
17981,PDL,167.9,14/05/2025 03:02:27
17981,U91,166.9,14/05/2025 05:04:13
17984,DL,166.9,08/05/2025 03:34:13
17984,E10,164.9,16/05/2025 01:54:38
17984,P95,180.9,16/05/2025 01:54:38
17984,P98,188.9,16/05/2025 01:54:38
17984,U91,166.9,16/05/2025 01:54:38
17985,DL,182.9,09/04/2025 22:40:54
17985,P98,204.9,24/04/2025 04:25:39
17985,U91,181.9,24/04/2025 04:25:39
17986,E10,172.5,21/04/2025 03:45:47
17986,P98,195.5,21/04/2025 03:45:47
17986,PDL,176.5,13/05/2025 20:35:41
17986,U91,174.5,21/04/2025 03:45:47
17987,DL,188.9,16/05/2025 22:25:58
17987,P98,183.9,16/05/2025 22:25:58
17987,U91,193.9,16/05/2025 22:25:58
17988,DL,173.9,06/05/2025 01:27:44
17988,U91,158.5,06/05/2025 01:27:44
1799,E10,167.9,16/05/2025 22:22:24
1799,P98,195.9,16/05/2025 22:22:24
1799,PDL,187.9,11/05/2025 23:31:48
17991,E10,159.9,14/05/2025 23:03:13
17991,P98,183.9,14/05/2025 23:03:13
17991,PDL,163.5,30/04/2025 08:51:09
17991,U91,163.9,14/05/2025 23:03:13
17992,DL,177.9,04/05/2025 20:35:12
17992,E10,169.9,13/05/2025 00:38:18
17992,LPG,115.9,22/12/2024 22:15:14
17992,P98,195.9,13/05/2025 00:38:18
17992,PDL,179.9,04/05/2025 20:35:12
17992,U91,172.9,13/05/2025 00:38:18
17993,E10,167.9,08/05/2025 07:46:24
17993,P98,193.9,08/05/2025 07:46:24
17993,PDL,186.9,06/05/2025 00:18:21
17993,U91,169.9,08/05/2025 07:46:24
17994,DL,180.9,15/05/2025 06:04:35
17994,E10,177.9,12/04/2025 03:18:08
17994,P95,195.9,12/04/2025 03:18:08
17994,P98,203.9,21/04/2025 14:07:21
17994,PDL,183.9,15/05/2025 06:04:36
17994,U91,179.9,12/04/2025 03:18:07
17995,E10,177.9,14/05/2025 21:46:21
17995,P98,203.9,14/05/2025 21:46:21
17995,PDL,189.9,01/05/2025 06:48:01
17995,U91,179.9,14/05/2025 21:46:21
17997,E10,171.9,18/05/2025 07:04:09
17997,P95,189.9,18/05/2025 07:04:09
17997,P98,197.9,18/05/2025 07:04:09
17997,PDL,189.9,13/05/2025 04:32:09
17997,U91,173.9,18/05/2025 07:04:09
17998,E10,157.5,06/05/2025 05:24:13
17998,PDL,167.5,06/05/2025 05:24:13
17998,U91,159.5,06/05/2025 05:24:13
17999,DL,196.9,21/04/2025 23:52:17
17999,P98,215.9,21/04/2025 23:52:17
17999,PDL,199.9,21/04/2025 23:52:17
17999,U91,189.9,21/04/2025 23:52:17
18,DL,188.9,30/04/2025 03:15:46
18,P95,183.9,17/05/2025 01:35:40
18,P98,192.9,17/05/2025 01:35:40
18,U91,165.9,17/05/2025 01:35:40
180,DL,174.9,16/05/2025 03:00:51
180,E10,159.9,15/05/2025 01:35:39
180,P95,177.9,15/05/2025 01:35:39
180,P98,186.9,15/05/2025 01:35:39
18000,E10,154.9,17/05/2025 21:03:00
18000,P95,174.9,17/05/2025 21:03:00
18000,PDL,162.9,16/05/2025 05:31:07
18000,U91,158.9,17/05/2025 21:03:00
18001,DL,176.9,10/05/2025 02:01:12
18001,P98,193.9,10/05/2025 02:01:12
18001,U91,171.9,10/05/2025 02:01:12
18003,DL,167.9,11/05/2025 22:58:21
18003,E10,157.9,11/05/2025 22:58:21
18003,P98,179.9,11/05/2025 22:58:21
18003,U91,159.9,11/05/2025 22:58:21
18005,DL,173.9,07/05/2025 03:12:31
18005,E10,151.7,18/05/2025 01:51:56
18005,P98,174.4,16/05/2025 07:51:28
18005,PDL,173.9,02/05/2025 06:36:19
18005,U91,153.7,18/05/2025 01:51:56
18007,E10,157.9,16/05/2025 05:32:35
18007,P95,174.9,16/05/2025 05:32:35
18007,P98,179.9,16/05/2025 05:32:35
18007,PDL,167.9,13/05/2025 08:04:05
18009,E10,163.9,18/05/2025 00:04:15
18009,P98,189.9,18/05/2025 00:04:15
18009,PDL,182.9,13/05/2025 08:18:46
18009,U91,165.9,18/05/2025 00:04:15
1801,P95,182.9,15/05/2025 10:10:01
1801,P98,190.9,15/05/2025 10:10:01
1801,PDL,173.9,16/05/2025 00:34:43
1801,U91,166.9,15/05/2025 10:10:01
18013,DL,175.9,15/05/2025 04:48:19
18013,P98,193.9,14/04/2025 02:48:08
18013,PDL,178.9,15/05/2025 04:48:20
18013,U91,169.9,14/04/2025 02:48:08
18017,DL,165.5,02/05/2025 23:49:00
18017,E10,151.7,16/05/2025 03:21:13
18017,P98,173.7,16/05/2025 03:21:13
18017,PDL,169.5,02/05/2025 23:49:00
18017,U91,153.7,16/05/2025 03:21:13
18018,DL,242.9,08/07/2022 00:08:23
1804,E10,157.9,15/05/2025 20:48:58
1804,P95,175.9,15/05/2025 20:48:58
1804,P98,185.9,15/05/2025 20:48:58
1804,PDL,176.9,07/05/2025 23:32:21
1804,U91,159.9,15/05/2025 20:48:58
1805,E10,161.9,18/05/2025 02:54:00
1805,P98,189.9,18/05/2025 02:54:00
1805,PDL,183.9,18/05/2025 03:02:20
1805,U91,163.9,18/05/2025 02:54:00
18060,DL,179.9,14/05/2025 23:32:40
18060,E10,152.9,17/05/2025 00:29:39
18060,P98,178.9,16/05/2025 02:53:04
18060,PDL,179.9,14/05/2025 23:32:40
18060,U91,154.9,17/05/2025 00:29:39
18067,E10,162.9,16/05/2025 23:11:40
18067,P98,184.9,16/05/2025 23:10:17
18067,PDL,169.9,15/05/2025 19:58:37
18067,U91,166.9,16/05/2025 23:11:40
18068,E10,154.2,18/05/2025 06:02:26
18068,P95,162.4,18/05/2025 06:02:26
18068,P98,171.7,16/05/2025 03:48:37
18068,PDL,166.9,18/05/2025 06:02:26
18068,U91,153.2,17/05/2025 22:48:23
18070,E10,155.5,11/05/2025 22:08:18
18070,P95,169.5,11/05/2025 22:08:18
18070,PDL,169.5,11/05/2025 22:08:18
18070,U91,159.5,11/05/2025 22:08:18
18073,DL,169.9,10/05/2025 23:15:00
18073,E10,157.4,13/05/2025 03:10:00
18073,P95,173.4,13/05/2025 03:10:00
18073,P98,185.9,13/05/2025 03:10:00
18073,U91,159.9,13/05/2025 03:10:00
18076,DL,179.5,04/05/2025 09:55:51
18076,U91,173.5,24/03/2025 07:35:02
18079,DL,179.9,14/05/2025 03:24:36
18079,P95,182.9,14/05/2025 03:24:36
18079,P98,192.9,14/05/2025 03:24:36
18079,PDL,181.9,14/05/2025 03:24:36
18079,U91,172.9,14/05/2025 03:24:36
18083,E10,151.5,17/05/2025 18:48:58
18083,LPG,97.9,23/04/2025 01:45:11
18083,P98,173.5,13/05/2025 02:59:09
18083,PDL,162.5,17/05/2025 18:48:58
18083,U91,153.5,13/05/2025 02:59:09
18084,DL,167.9,16/05/2025 07:30:28
18084,P95,175.9,12/05/2025 09:03:05
18084,U91,167.9,12/05/2025 09:03:05
18086,E10,151.9,17/05/2025 07:56:32
18086,P95,173.9,12/05/2025 09:34:52
18086,P98,183.9,12/05/2025 09:34:52
18086,PDL,171.9,14/05/2025 02:45:40
18086,U91,163.9,12/05/2025 09:34:52
18088,DL,181.9,17/05/2025 02:39:47
18088,P95,187.9,12/03/2025 03:33:31
18088,U91,173.9,12/03/2025 03:33:31
18089,DL,187.9,15/05/2025 03:40:01
18089,E10,182.9,15/05/2025 03:40:01
18089,E85,219.9,21/09/2023 02:35:10
18089,P95,198.9,15/05/2025 03:40:01
18089,P98,211.7,16/05/2025 02:55:01
18089,U91,184.9,15/05/2025 03:40:01
18090,E10,160.9,11/05/2025 04:04:08
18090,P95,178.9,11/05/2025 04:04:08
18090,P98,186.9,11/05/2025 04:04:08
18090,PDL,181.9,17/05/2025 02:04:06
18090,U91,162.9,11/05/2025 04:04:08
18092,DL,171.9,13/05/2025 01:15:13
18092,E10,161.9,15/05/2025 21:11:56
